run_id,finding_id,car_id,car_chassis,car_display_name,car_slug,subcategory_id,subcategory_code,subcategory_name,realoem_diagram_id,realoem_diagram_url,realoem_part_count,our_part_count,parts_backfilled,status,inserted_part_numbers,created_at
39,71301,352,G20,G20 318i,g20-318i-61271,1223618,01_1623,OPERATING INSTRUCTIONS G20,01_1623,https://www.realoem.com/bmw/enUS/showparts?id=20FF-EUR-04-2022-G20N-BMW-318i&diagId=01_1623,0,0,0,parser_drift,,2026-05-02T19:24:50.293Z
39,71302,352,G20,G20 318i,g20-318i-61271,805858,01_1672,Supp. Owner's Manual officials utility,01_1672,https://www.realoem.com/bmw/enUS/showparts?id=20FF-EUR-04-2022-G20N-BMW-318i&diagId=01_1672,0,0,0,parser_drift,,2026-05-02T19:24:54.898Z
39,71303,352,G20,G20 318i,g20-318i-61271,805854,01_1802,Owner's handbook NAV & infotainment,01_1771,https://www.realoem.com/bmw/enUS/showparts?id=20FF-EUR-04-2022-G20N-BMW-318i&diagId=01_1771,0,0,0,parser_drift,,2026-05-02T19:24:54.905Z
39,71304,352,G20,G20 318i,g20-318i-61271,1223618,01_1623,OPERATING INSTRUCTIONS G20,01_1823,https://www.realoem.com/bmw/enUS/showparts?id=20FF-EUR-04-2022-G20N-BMW-318i&diagId=01_1823,0,0,0,parser_drift,,2026-05-02T19:24:54.911Z
39,71305,352,G20,G20 318i,g20-318i-61271,805855,01_1468,Logbook slipcase BMW,01_1825,https://www.realoem.com/bmw/enUS/showparts?id=20FF-EUR-04-2022-G20N-BMW-318i&diagId=01_1825,0,0,0,parser_drift,,2026-05-02T19:25:01.795Z
39,71306,352,G20,G20 318i,g20-318i-61271,1223619,01_1828,LICENSE TEXTS BMW EU,01_1828,https://www.realoem.com/bmw/enUS/showparts?id=20FF-EUR-04-2022-G20N-BMW-318i&diagId=01_1828,0,0,0,parser_drift,,2026-05-02T19:25:06.395Z
39,71307,352,G20,G20 318i,g20-318i-61271,1223620,01_1829,LICENSE TEXTS BMW GB,01_1829,https://www.realoem.com/bmw/enUS/showparts?id=20FF-EUR-04-2022-G20N-BMW-318i&diagId=01_1829,0,0,0,parser_drift,,2026-05-02T19:25:13.794Z
39,71308,352,G20,G20 318i,g20-318i-61271,805869,02_0194,"Service, engine oil  /  inspection",02_0479,https://www.realoem.com/bmw/enUS/showparts?id=20FF-EUR-04-2022-G20N-BMW-318i&diagId=02_0479,8,22,0,clean,,2026-05-02T19:25:28.793Z
39,71309,352,G20,G20 318i,g20-318i-61271,805860,01_1154,EC conformity certificate,01_1154,https://www.realoem.com/bmw/enUS/showparts?id=20FF-EUR-04-2022-G20N-BMW-318i&diagId=01_1154,23,1,22,backfilled,01990038494|01990038495|01990038496|01990038497|01990038498|01990038499|01990038501|01990038502|01990038917|01990038918|01990038919|01990038920|01990038921|01990038922|01990038923|01990038924|01990038925|01990038926|01990038927|01990038928|01990038929|01990040536,2026-05-02T19:25:37.895Z
39,71310,352,G20,G20 318i,g20-318i-61271,805876,03_4251,Drive Analyser,03_4251,https://www.realoem.com/bmw/enUS/showparts?id=20FF-EUR-04-2022-G20N-BMW-318i&diagId=03_4251,3,3,0,clean,,2026-05-02T19:25:45.494Z
39,71311,352,G20,G20 318i,g20-318i-61271,1223621,02_0506,BRAKE SERVICE,02_0506,https://www.realoem.com/bmw/enUS/showparts?id=20FF-EUR-04-2022-G20N-BMW-318i&diagId=02_0506,14,0,14,backfilled,34106877211|34211161806|34106884243|34116860911|34356870349|34116860912|34116850645|34108858705|34106864424|34108858706|34206880071|34106880075|34206877213|34106880076|34108844368|34208844393|34356870354|34108844334|34108838589|34116872572|83192180000|34208853554|83192158851|34206880079|83192362037|34206888835,2026-05-02T19:25:51.093Z
39,71312,352,G20,G20 318i,g20-318i-61271,1223621,02_0506,BRAKE SERVICE,02_0507,https://www.realoem.com/bmw/enUS/showparts?id=20FF-EUR-04-2022-G20N-BMW-318i&diagId=02_0507,19,2,12,backfilled,34106877211|34211161806|34106884243|34116860911|34356870349|34116860912|34116850645|34108858705|34106864424|34108858706|34206880071|34106880075|34206877213|34106880076|34108844368|34208844393|34356870354|34108844334|34108838589|34116872572|83192180000|34208853554|83192158851|34206880079|83192362037|34206888835,2026-05-02T19:25:52.865Z
39,71313,352,G20,G20 318i,g20-318i-61271,805873,03_4933,M Performance exterior mirror caps,03_4933,https://www.realoem.com/bmw/enUS/showparts?id=20FF-EUR-04-2022-G20N-BMW-318i&diagId=03_4933,2,4,0,clean,,2026-05-02T19:25:58.194Z
39,71314,352,G20,G20 318i,g20-318i-61271,1223622,03_4617,M PERFORMANCE FLOORMATS,03_4617,https://www.realoem.com/bmw/enUS/showparts?id=20FF-EUR-04-2022-G20N-BMW-318i&diagId=03_4617,2,0,2,backfilled,51472457271|07149166609,2026-05-02T19:25:59.493Z
39,71315,352,G20,G20 318i,g20-318i-61271,805879,03_5134,M Performance Parts,03_5134,https://www.realoem.com/bmw/enUS/showparts?id=20FF-EUR-04-2022-G20N-BMW-318i&diagId=03_5134,1,1,0,clean,32302462906|32302462905|32302463594|32302471440|32302463595|32302471441|32302463596|61312463597|51719632873|51117933177|51192458369|51137057671|16131176747|07119904497|51162462826|51162462827|51142458194|51142461811|51472472520|51192455896|51192455897|51142458236|83192289287|16112472988|51192475051|51192455880,2026-05-02T19:26:06.394Z
39,71316,352,G20,G20 318i,g20-318i-61271,805883,03_5260,Model badges and M logos side panel,03_5260,https://www.realoem.com/bmw/enUS/showparts?id=20FF-EUR-04-2022-G20N-BMW-318i&diagId=03_5260,0,0,0,parser_drift,,2026-05-02T19:26:11.495Z
39,71317,352,G20,G20 318i,g20-318i-61271,805879,03_5134,M Performance Parts,03_5124,https://www.realoem.com/bmw/enUS/showparts?id=20FF-EUR-04-2022-G20N-BMW-318i&diagId=03_5124,8,1,8,backfilled,32302462906|32302462905|32302463594|32302471440|32302463595|32302471441|32302463596|61312463597|51719632873|51117933177|51192458369|51137057671|16131176747|07119904497|51162462826|51162462827|51142458194|51142461811|51472472520|51192455896|51192455897|51142458236|83192289287|16112472988|51192475051|51192455880,2026-05-02T19:26:21.495Z
39,71318,352,G20,G20 318i,g20-318i-61271,805874,03_5391,"Set, M Performance brake, front / rear",03_5391,https://www.realoem.com/bmw/enUS/showparts?id=20FF-EUR-04-2022-G20N-BMW-318i&diagId=03_5391,2,4,0,clean,34112458884|34108857048|34108857058,2026-05-02T19:26:23.095Z
39,71319,352,G20,G20 318i,g20-318i-61271,805874,03_5391,"Set, M Performance brake, front / rear",03_5283,https://www.realoem.com/bmw/enUS/showparts?id=20FF-EUR-04-2022-G20N-BMW-318i&diagId=03_5283,3,2,3,backfilled,34112458884|34108857048|34108857058,2026-05-02T19:26:23.096Z
39,71320,352,G20,G20 318i,g20-318i-61271,805886,03_5692,Key fob,03_5692,https://www.realoem.com/bmw/enUS/showparts?id=20FF-EUR-04-2022-G20N-BMW-318i&diagId=03_5692,1,1,0,clean,82292344033|82292408818|82292408819,2026-05-02T19:26:42.095Z
39,71321,352,G20,G20 318i,g20-318i-61271,805884,03_5719,M Performance centre armrest,03_5719,https://www.realoem.com/bmw/enUS/showparts?id=20FF-EUR-04-2022-G20N-BMW-318i&diagId=03_5719,0,0,0,parser_drift,,2026-05-02T19:26:42.893Z
39,71322,352,G20,G20 318i,g20-318i-61271,805880,03_5753,M Performance seat back pan,03_5753,https://www.realoem.com/bmw/enUS/showparts?id=20FF-EUR-04-2022-G20N-BMW-318i&diagId=03_5753,0,0,0,parser_drift,,2026-05-02T19:26:49.994Z
39,71323,352,G20,G20 318i,g20-318i-61271,805887,03_5729,M Performance Parts aerial cover,03_5732,https://www.realoem.com/bmw/enUS/showparts?id=20FF-EUR-04-2022-G20N-BMW-318i&diagId=03_5732,1,2,1,backfilled,83192289285,2026-05-02T19:26:51.204Z
39,71324,352,G20,G20 318i,g20-318i-61271,1223623,03_5757,M-PERFORMANCE LOCK BUTTON,03_5757,https://www.realoem.com/bmw/enUS/showparts?id=20FF-EUR-04-2022-G20N-BMW-318i&diagId=03_5757,0,0,0,parser_drift,,2026-05-02T19:26:55.694Z
39,71325,352,G20,G20 318i,g20-318i-61271,805889,03_5754,M Performance pedal covers,03_5754,https://www.realoem.com/bmw/enUS/showparts?id=20FF-EUR-04-2022-G20N-BMW-318i&diagId=03_5754,1,2,0,clean,,2026-05-02T19:26:58.394Z
39,71326,352,G20,G20 318i,g20-318i-61271,1223624,03_6021,M PERFORMANCE FOOTREST,03_6021,https://www.realoem.com/bmw/enUS/showparts?id=20FF-EUR-04-2022-G20N-BMW-318i&diagId=03_6021,0,0,0,parser_drift,,2026-05-02T19:27:08.794Z
39,71327,352,G20,G20 318i,g20-318i-61271,805882,03_5169,MPP interior trim,03_5984,https://www.realoem.com/bmw/enUS/showparts?id=20FF-EUR-04-2022-G20N-BMW-318i&diagId=03_5984,0,0,0,parser_drift,,2026-05-02T19:27:09.894Z
39,71328,352,G20,G20 318i,g20-318i-61271,1223625,03_6154,M PERFORMANCE TOW STRAP,03_6154,https://www.realoem.com/bmw/enUS/showparts?id=20FF-EUR-04-2022-G20N-BMW-318i&diagId=03_6154,1,0,1,backfilled,27107537631,2026-05-02T19:27:13.275Z
39,71329,352,G20,G20 318i,g20-318i-61271,1223626,03_1406,LOAD EDGE PROTECTOR,03_1406,https://www.realoem.com/bmw/enUS/showparts?id=20FF-EUR-04-2022-G20N-BMW-318i&diagId=03_1406,1,0,1,backfilled,51912410645,2026-05-02T19:27:22.372Z
39,71330,352,G20,G20 318i,g20-318i-61271,1223627,03_5802,RETROFIT BMW EMBLEM 50 YEARS M,03_5802,https://www.realoem.com/bmw/enUS/showparts?id=20FF-EUR-04-2022-G20N-BMW-318i&diagId=03_5802,2,0,2,backfilled,51148087194|51148087196,2026-05-02T19:27:23.293Z
39,71331,352,G20,G20 318i,g20-318i-61271,805900,03_4137,Travel & Comfort system,03_4137,https://www.realoem.com/bmw/enUS/showparts?id=20FF-EUR-04-2022-G20N-BMW-318i&diagId=03_4137,23,25,0,clean,,2026-05-02T19:27:29.600Z
